/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_30783.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_30320.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_30551.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_30764.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_art_00021.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_30156.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_00049.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_30166.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_30187.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_30023.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_10114.JPG,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_30804.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_00099.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_10161.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_30765.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_00044.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_art_30057.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_30414.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_30760.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_art_10018.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_30505.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_00065.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_30683.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_30385.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_00015.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_30030.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_00100.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_30076.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_20030.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_20017.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_art_30025.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_30775.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_30034.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_00094.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_20049.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_30691.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_30015.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_10177.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_30752.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_30003.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_30356.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_30800.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_ani_30043.jpg,0
/home/ravi/Documents/Codeing/Python/ELA CNN/data/train/real/Au_arc_30109.jpg,0
